54	Creatine P	2677936.0	6079956.5	1	
55	Guanidinoacetate	2677936.0	5477972.5	2	53
56	L-Glutamate	8218936.0	5375377.5	7	63,127
57	L-Histidine	8952746.0	6175492.5	1	56
58	Glutamyl P	7997220.5	5719635.5	2	56
59	Glutamate semialdehyde	7997220.5	6030533.5	2	58
60	Pyrroline carboxylate	7997220.5	6387794.5	2	59
61	L-Proline	7997221.5	6745359.5	2	60,62
62	cis-4-Hydroxy-D-proline	7182069.5	6745359.5	1	
63	gamma-Glutamylcysteine	6308639.5	5059944.5	4	66,127
64	L-Cysteine	5675951.0	4899807.5	1	63
65	Glycine	5395223.5	5253456.5	1	
66	L-Glutathione reduced	5623965.5	5519306.5	3	67,65
67	L-Glutathione oxidized	5623965.5	5866884.5	1	
68	L-Aspartate	1100679.0	4026533.5	4	129
69	Asparagine	865456.5	3790202.5	2	68
70	PRPP	6365250.0	1605882.5	3	71,101
71	SAICAR	7885789.0	2821298.5	2	72
72	AICAR	7885787.5	3120755.5	2	73
73	IMP	7885789.0	3405865.5	5	74,78
74	Inosine	7885790.0	3717498.5	3	75,79
75	Hypoxanthine	7885793.0	3986079.5	2	76
76	Xanthine	7885792.5	4271154.5	4	77
77	Uric acid	7885797.0	4591785.5	1	
78	AMP	8734969.5	3405865.5	5	79,80
79	Adenosine	8734969.5	3717498.5	2	
80	Adenine	9592653.0	3958571.5	1	
81	5-Methylthioadenosine	537140.5	6347368.5	1	146
82	ADP	9100966.5	3120755.5	3	78,97
83	ATP	9100967.0	2821298.5	3	82,98
84	S-Adenosyl-L-homocysteine	2336239.0	2443736.5	2	31,141
85	XMP	7160663.0	3773382.5	2	73,86
86	Xanthosine	7160663.5	4028645.5	2	76
87	GMP	6762574.5	3405865.5	4	73,88
88	Guanosine	6693452.5	3692970.5	2	89
89	Guanine	6468350.5	4028645.5	2	76
90	Cyclic AMP	8601922.5	2821298.5	2	83,78
91	GDP	6545405.0	3120755.5	3	87
92	GTP	6545406.0	2821298.5	3	91,93
93	cGMP	6979803.0	2821298.5	2	87
94	dGDP	6113271.5	3120755.5	3	95,91
95	dGMP	6113271.5	3400221.5	1	
96	dGTP	6113272.0	2821298.5	2	94,92
97	dADP	9610702.0	3120755.5	3	99
98	dATP	9610701.0	2821298.5	2	97
99	dAMP	9610701.0	3381860.5	1	
100	Orotidine-5P	8696047.5	1309416.5	2	104
101	Orotic acid	8696047.5	936093.5	3	100
102	N-Carbamoyl-L-aspartate	8696048.0	467113.5	3	103
103	 L-Dihydroorotate	8696047.5	698774.5	2	101
104	UMP	8696047.5	1889554.5	4	107,106
105	Uracil	8696047.0	2437146.5	1	
106	Uridine	8696048.0	2169389.5	2	105
107	dUMP	9355207.0	1889554.5	4	108,111
108	dTMP	10047137.0	1889554.5	3	110
109	Thymine	10047137.0	2437146.5	1	
110	Thymidine	10047137.5	2169389.5	2	109
111	Deoxyuridine	9355206.5	2169389.5	1	
112	CMP	8072448.5	1889554.5	2	114
113	Cytosine	8072448.5	2437146.5	1	
114	Cytidine	8072448.5	2169389.5	2	113
115	dCMP	7634321.0	1889554.5	2	116
116	Deoxycytidine	7634320.5	2169389.5	1	
117	UDP	8432880.5	1689216.5	2	104
118	UTP	8153619.0	1507808.5	2	117
119	CDP	7981630.5	1689216.5	2	112
120	CTP	7702369.0	1507808.5	3	118,119
121	dCDP	7491351.0	1689216.5	2	115
122	dCTP	7212089.0	1507808.5	2	121,120
123	dUDP	9206578.0	1689216.5	2	107
124	dUTP	8927316.0	1507808.5	1	123
125	dTDP	9834962.0	1689216.5	2	108
126	dTTP	9555700.0	1507808.5	1	125
127	5-oxoproline	6457070.5	5527583.5	2	
128	N-acetyl Asparagine	604293.5	3494548.5	1	69
129	N-acetylaspartate	659908.0	4306562.5	1	
130	L-Cysteic acid	2536395.5	3528591.5	1	
131	Nicotinate	598783.5	592914.5	1	132
132	NaMN	599138.0	939997.5	3	137,133
133	NAD	1167118.0	939997.5	5	135,136,134,153
134	NADH	1167118.0	1281571.5	1	
135	NMN	1761911.5	939997.5	2	
136	NAM	1761911.5	553504.5	2	135
137	Quinolinate	599138.5	1281571.5	2	140
138	L-Aspartate	8382776.0	205219.5	1	102
139	Carbamoyl P	9126770.0	205219.5	1	102
140	Kynurenine	598743.0	1591180.5	2	40
141	S-adenosylmethionine	2336239.5	2132656.5	2	
142	5-Methyltetrahydrofolate	1207863.5	2635078.5	3	30,143
143	Tetrahydrofolate	509741.5	2511359.5	2	
144	5,10-Methylenetetrahydrofolate	557133.5	2275976.5	2	143
145	10-Formyltetrahydrofolate	1055809.5	2015221.5	2	144,142
146	S-adenosylmethionine	537140.5	5715099.5	2	
147	L-Valine	3811953.0	5578881.5	1	38
148	L-Leucine	3180764.5	3299912.5	1	
149	Methionine	4260836.5	5576319.5	1	38
150	L-Threonine	4803859.5	5572961.5	1	38
151	L-Glutamine	9236087.0	5248419.5	2	56
152	L-Isoleucine	3164740.0	3528591.5	1	
153	NADP	1676677.5	1279071.5	2	154
154	NADPH	1680025.0	1572768.5	1	
155	Taurine	1860778.0	3758768.5	1	
156	Hypotaurine	1860778.0	3528591.5	2	155
157	Cysteine sulfinate	1860778.5	3299912.5	2	156
158	Phosphoserine	3182947.0	2636255.5	2	36
159	Glycerol 3-phosphate	2660120.0	1520705.5	2	11
160	Glycerol	2660120.0	1290420.5	1	159
161	L-Aspartate	8351934.0	4902379.5	2	56
162	Asparagine	9281898.5	4725915.5	2	151,161
163	UDP-glucose	3187464.0	905056.5	2	1
164	UDP-xylose	2911075.0	694942.5	1	163
165	CoA	4228828.0	3268878.5	1	27
